codigo;descricao;nacionalfederal;importadosfederal;estadual;municipal;vigenciainicio;vigenciafim
111034300;Licenciamento de direitos conexos de produtores de fonogramas;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111035000;Licenciamento de direitos relacionados à radiodifusão;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111039100;Licenciamento de outros direitos de autor;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111039200;Licenciamento de outros direitos conexos;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111041000;Cessão temporária de direitos de obras literárias;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111042000;Cessão temporária de direitos sobre programas de computador ;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111043100;Cessão temporária de direitos de autor de obras cinematográficas;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111043200;Cessão temporária de direitos de autor de obras jornalísticas;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111043300;Cessão temporária de direitos de autor de obras publicitárias;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111043400;Cessão temporária de direitos conexos de artistas intérpretes ou executantes em obras audiovisuais;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111043500;Cessão temporária de direitos conexos de produtores de obras audiovisuais;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111044100;Cessão temporária de direitos de autor de obras musicais e literomusicais;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111044200;Cessão temporária de direitos conexos de artistas intérpretes ou executantes;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111044300;Cessão temporária de direitos conexos de produtores de fonogramas;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111045000;Cessão temporária de direitos relacionados à radiodifusão;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111049100;Cessão temporária de outros direitos de autor;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111049200;Cessão temporária de outros direitos conexos;13.45;15.45;0.00;3.18;01/02/2021;30/04/2021
111051000;Licenciamento de direitos sobre patentes;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111052000;Licenciamento de direitos sobre marcas;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111053000;Licenciamento de direitos sobre desenho industrial;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111059000;Licenciamento de outros direitos sobre a propriedade industrial;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111060000;Licenciamento de direitos sobre cultivares;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111070000;Licenciamento de direitos sobre topografias de circuitos integrados;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111080000;Licenciamento de direitos relativos à informação não divulgada;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111090000;Licenciamento de outros direitos de propriedade intelectual não classificados em nenhuma das posições anteriores;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111101000;Contratos de prestação de serviços de assistência técnica e científica, combinadamente ou não, com qualquer modalidade de transferência de tecnologia;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
111102000;Contratos de fornecimento de tecnologia (know-how);13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
111103000;Contratos de franquia;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
111109000;Outros contratos de transferência de tecnologia;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
111111000;Licenciamento de direitos de  de recursos vegetais, inclusive florestais;13.45;15.45;0.00;2.29;01/02/2021;30/04/2021
111112000;Licenciamento de direitos de explotação de recursos minerais;13.45;15.45;0.00;2.29;01/02/2021;30/04/2021
111119000;Licenciamento de direitos de exploração de outros recursos naturais;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
111121000;Licenciamento de direitos sobre conhecimento tradicional associado a recursos genéticos;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111129000;Licenciamento de direitos sobre outros conhecimentos tradicionais;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111130000;Licenciamento de direitos relativos ao acesso a recursos genéticos, exceto os decorrentes do conhecimento tradicional;13.45;15.45;0.00;4.08;01/02/2021;30/04/2021
111900000;Outras formas de licenciamento e de cessões para exploração de direitos não classificadas nas posições anteriores;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
112011100;Serviços de pesquisa e desenvolvimento em física;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112011200;Serviços de pesquisa e desenvolvimento em química e biologia;13.45;15.45;0.00;3.08;01/02/2021;30/04/2021
112011900;Serviços de pesquisa e desenvolvimento em outras ciências naturais e exatas;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112012100;Serviços de pesquisa e desenvolvimento em biotecnologia;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112012200;Serviços de pesquisa e desenvolvimento em tecnologia da informação e comunicação (tic);13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112012300;Serviços de pesquisa e desenvolvimento em nanotecnologia;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112012400;Serviços de pesquisa e desenvolvimento em engenharia e tecnologia nucleares;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112012500;Serviços de pesquisa e desenvolvimento em engenharia e tecnologia em microondas de potência;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112012900;Serviços de pesquisa e desenvolvimento em outros ramos da  engenharia e tecnologia;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112013000;Serviços de pesquisa e desenvolvimento em  ciências médica, odontológica e farmacêutica;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112014000;Serviços de pesquisa e desenvolvimento em ciências agrárias;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112019100;Pesquisa tecnológica utilizando documentos de patentes;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112019900;Outros serviços de pesquisa e desenvolvimento em ciências naturais e engenharia;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112021100;Serviços de pesquisa e desenvolvimento em psicologia;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112021200;Serviços de pesquisa e desenvolvimento em ciências econômicas;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112021300;Serviços de pesquisa e desenvolvimento em direito;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112021900;Serviços de pesquisa e desenvolvimento em outras ciências sociais;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112022000;Serviços de pesquisa e desenvolvimento em humanidades;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
112030000;Serviços de pesquisa e desenvolvimento interdisciplinar;13.45;15.45;0.00;2.16;01/02/2021;30/04/2021
113011000;Serviços de representação e consultoria jurídica criminal;13.45;15.45;0.00;4.07;01/02/2021;30/04/2021
113012000;Serviços de representação e consultoria jurídica em outras áreas do direito;13.45;15.45;0.00;4.07;01/02/2021;30/04/2021
113013000;Serviços de documentação e certificação, exceto os serviços notariais e de registro;13.45;15.45;0.00;4.07;01/02/2021;30/04/2021
113014100;Serviços de arbitragem, conciliação e mediação;13.45;15.45;0.00;4.07;01/02/2021;30/04/2021
113014900;Outros serviços jurídicos não classificados em outra posição;13.45;15.45;0.00;4.00;01/02/2021;30/04/2021
113021100;Serviços de auditoria contábil;13.45;15.45;0.00;3.91;01/02/2021;30/04/2021
113021900;Outros serviços de auditoria;13.45;15.45;0.00;3.98;01/02/2021;30/04/2021
113022100;Serviços de contabilidade;13.45;15.45;0.00;4.18;01/02/2021;30/04/2021
113022200;Serviços de escrituração mercantil;13.45;15.45;0.00;4.18;01/02/2021;30/04/2021
113022300;Serviços de folha de pagamento;13.45;15.45;0.00;4.18;01/02/2021;30/04/2021
113022900;Outros serviços de contabilidade e escrituração mercantil;13.45;15.45;0.00;4.10;01/02/2021;30/04/2021
113031000;Serviços de consultoria tributária para pessoas jurídicas;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
113032000;Serviços de consultoria tributária para pessoas físicas;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
113040000;Serviços notariais e de registro;13.45;15.45;0.00;4.29;01/02/2021;30/04/2021
114011100;Serviços de consultoria gerencial estratégica;13.45;15.45;0.00;3.23;01/02/2021;30/04/2021
114011200;Serviços de consultoria gerencial financeira;13.45;15.45;0.00;4.18;01/02/2021;30/04/2021
114011300;Serviços de consultoria gerencial em recursos humanos;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114011400;Serviços de consultoria gerencial em marketing;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114011500;Serviços de consultoria gerencial operacional;13.45;15.45;0.00;3.67;01/02/2021;30/04/2021
114011600;Serviços de consultoria gerencial em energia;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114011700;Serviços de consultoria em logística;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114011800;Serviços gerenciais em processos de negócios;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114011900;Outros serviços gerenciais e de consultoria gerencial;13.45;15.45;0.00;4.05;01/02/2021;30/04/2021
114012000;Serviços de relações públicas;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114013100;Serviços de assessoria de imprensa;13.45;15.45;0.00;4.15;01/02/2021;30/04/2021
114013900;Outros serviços de comunicação social;13.45;15.45;0.00;4.15;01/02/2021;30/04/2021
114021100;Serviços de consultoria em arquitetura;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114021200;Serviços arquitetônicos para projetos de construções residenciais;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114021300;Serviços arquitetônicos para projetos de construções não residenciais ;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114021400;Serviços arquitetônicos para restauração de prédios históricos;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114021500;Serviços de arquitetura relativos ao acompanhamento e fiscalização da execução de projetos arquitetônicos e urbanísticos;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
114022100;Serviços de planejamento urbano;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114022200;Serviços de planejamento de áreas rurais;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114023100;Serviços de consultoria de paisagismo;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114023200;Serviços arquitetônicos de paisagismo;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114029000;Outros serviços de arquitetura, de planejamento urbano e de áreas rurais e de paisagismo;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
114031000;Serviços de consultoria de engenharia;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032110;Serviços de engenharia de projetos de construção residencial;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032120;Serviços de engenharia de projetos de construção não residencial;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032200;Serviços de engenharia de projetos industriais e de fabricação, exceto para projetos de energia;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032300;Serviços de engenharia para projetos de transportes;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032410;Serviços de engenharia para projetos de exploração de petróleo e gás;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032420;Serviços de engenharia para projetos de refino de petróleo e petroquímica;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032430;Serviços de engenharia para projetos de unidades de produção de biocombustíveis;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032440;Serviços de engenharia para projetos de energia elétrica;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032490;Outros serviços de engenharia para projetos de energia;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032500;Serviços de engenharia de projetos de radiodifusão e televisão;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032600;Serviços de engenharia de projetos de gerenciamento de resíduos (perigosos e não perigosos) ;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032700;Serviços de engenharia de projetos de distribuição de água e redes de esgotos;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032800;Serviços de engenharia de projetos de telecomunicação;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032910;Serviços de engenharia de projetos aeroespaciais;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114032920;Serviços de engenharia para projetos de embarcações;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
114032990;Outros serviços de engenharia de projetos;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114033000;Serviços de gerenciamento de projetos de construção;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114039000;Outros serviços de engenharia;13.45;15.45;0.00;4.33;01/02/2021;30/04/2021
114041100;Serviços de  consultoria geológica e geofísica;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114041200;Serviços geofísicos;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114041300;Serviços geoquímicos;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114041400;Serviços de informações para avaliação e exploração de recursos naturais;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114041900;Outros serviços de prospecção;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114042100;Serviços topográficos;13.45;15.45;0.00;4.11;01/02/2021;30/04/2021
114042200;Serviços cartográficos;13.45;15.45;0.00;4.11;01/02/2021;30/04/2021
114043000;Serviços meteorológicos e de previsão do tempo;13.45;15.45;0.00;3.51;01/02/2021;30/04/2021
114044100;Serviços de análise e de exames técnicos sobre pureza e composição;13.45;15.45;0.00;4.11;01/02/2021;30/04/2021
114044200;Serviços de análise e de exames técnicos de propriedades físicas;13.45;15.45;0.00;4.11;01/02/2021;30/04/2021
114044300;Serviços de análise e de exames técnicos de sistemas elétricos e mecânicos;13.45;15.45;0.00;4.11;01/02/2021;30/04/2021
114044400;Serviços de inspeção técnica de veículos de transporte rodoviários;13.45;15.45;0.00;4.11;01/02/2021;30/04/2021
114044900;Outros serviços de análise e de exames técnicos;13.45;15.45;0.00;4.11;01/02/2021;30/04/2021
114051010;Serviços hospitalares, com ou sem internação;13.45;15.45;0.00;2.18;01/02/2021;30/04/2021
114051090;Outros serviços veterinários para animais domésticos;13.45;15.45;0.00;2.18;01/02/2021;30/04/2021
114052010;Serviços hospitalares, com ou sem internação;13.45;15.45;0.00;2.18;01/02/2021;30/04/2021
114052090;Outros serviços veterinários para animais de corte;13.45;15.45;0.00;2.19;01/02/2021;30/04/2021
114053000;Serviços funerários, de cremação e de embalsamamento de animais;13.45;15.45;0.00;2.19;01/02/2021;30/04/2021
114059100;Serviços de bancos de órgãos, sangue, sêmen, tecidos, óvulos e outros materiais biológicos;13.45;15.45;0.00;2.48;01/02/2021;30/04/2021
114059200;Serviços de unidades de atendimento, assistência ou tratamento móvel;13.45;15.45;0.00;2.27;01/02/2021;30/04/2021
114059300;Planos de atendimento e assistência médico-veterinária;13.45;15.45;0.00;2.24;01/02/2021;30/04/2021
114059400;Serviços de guarda, tratamento, adestramento, embelezamento e alojamento (hotel veterinário);13.45;15.45;0.00;2.24;01/02/2021;30/04/2021
114059900;Outros serviços veterinários;13.45;15.45;0.00;2.19;01/02/2021;30/04/2021
114061100;Serviços de campanhas publicitárias;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114061200;Serviços de marketing direto e mala direta;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114061900;Outros serviços de propaganda;13.45;15.45;0.00;4.13;01/02/2021;30/04/2021
114062000;Aquisição ou venda de espaço ou tempo para propaganda, sob comissão;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114063100;Venda de espaço para propaganda em mídia impressa, exceto sob comissão;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114063200;Venda de tempo para propaganda em rádio e televisão, exceto sob comissão;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114063300;Venda de espaço para propaganda na rede mundial de computadores, exceto sob comissão;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114063900;Venda de espaço ou tempo para propaganda em outros meios de comunicação publicitária, exceto sob comissão;13.45;15.45;0.00;4.06;01/02/2021;30/04/2021
114070000;Pesquisas de mercado e serviços de pesquisa de opinião pública;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114081100;Serviços fotográficos de retratos;13.45;15.45;0.00;4.13;01/02/2021;30/04/2021
114081200;Serviços fotográficos para propaganda;13.45;15.45;0.00;4.22;01/02/2021;30/04/2021
114081300;Serviços fotográficos e videográficos de eventos;13.45;15.45;0.00;2.22;01/02/2021;30/04/2021
114081400;Serviços fotográficos especiais;13.45;15.45;0.00;2.35;01/02/2021;30/04/2021
114081900;Outros serviços fotográficos e videográficos;13.45;15.45;0.00;2.22;01/02/2021;30/04/2021
114082000;Serviços de processamento de fotografias;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
114091110;Serviços de projetos (design) de espaços comerciais e públicos;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114091190;Outros serviços de projeto (design) de interiores;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114091200;Serviços de desenho industrial;13.45;15.45;0.00;4.23;01/02/2021;30/04/2021
114091310;Serviços de projetos (design) de marcas, imagens, objetos gráficos e digitais;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114091320;Serviços de projetos (design) de embalagens, expositores de loja e objetos promocionais para comunicação e vendas;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114091330;Serviços de projetos (design) de produtos, utensílios, equipamentos, vestuário, calçados, ornamentos, jóias joias e objetos pessoais;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114091340;Serviços de projetos (design) de máquinas, equipamentos, acessórios e objetos de uso industrial de qualquer natureza;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114091390;Outros serviços projetos (design) originais;13.45;15.45;0.00;4.22;01/02/2021;30/04/2021
114091900;Outros serviços especializados de projeto (design);13.45;15.45;0.00;4.22;01/02/2021;30/04/2021
114092100;Serviços de consultoria ambiental;13.45;15.45;0.00;4.19;01/02/2021;30/04/2021
114092900;Outros serviços de consultoria técnica e científica;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114093000;Compilação e coletânea de fatos e informações originais;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114094000;Serviços de tradução e de intérpretes;13.45;15.45;0.00;4.09;01/02/2021;30/04/2021
114095000;Serviços para registros de marcas comerciais e de franquias empresariais, exceto as licenças de uso de direito;13.45;15.45;0.00;4.29;01/02/2021;30/04/2021
114099000;Outros serviços profissionais, técnicos e gerenciais não classificados nas subposições anteriores;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
115011000;Serviços de consultoria em tecnologia da informação (ti);13.45;15.45;0.00;3.91;01/02/2021;30/04/2021
115012000;Serviços de segurança em tecnologia da informação (ti);13.45;15.45;0.00;3.91;01/02/2021;30/04/2021
115013000;Serviços de suporte em tecnologia da informação (ti) ;13.45;15.45;0.00;2.70;01/02/2021;30/04/2021
115021000;Serviços de projeto, desenvolvimento e instalação de aplicativos e programas não personalizados (não customizados);13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115022000;Serviços de projeto e desenvolvimento, adaptação e instalação de aplicativos personalizados (customizados);13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115023000;Serviços de projeto e desenvolvimento de estruturas e conteúdo de páginas eletrônicas;13.45;15.45;0.00;3.91;01/02/2021;30/04/2021
115024000;Serviços de projeto e desenvolvimento de estruturas e conteúdo de bancos de dados;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115025000;Serviços de integração de sistemas em tecnologia da informação (ti) ;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115029000;Outros serviços de projeto e desenvolvimento de aplicativos;13.45;15.45;0.00;3.30;01/02/2021;30/04/2021
115030000;Serviços de projeto e desenvolvimento de redes em tecnologia da informação (ti) ;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115040000;Serviços de projeto e desenvolvimento de topografias de circuitos integrados;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115050000;Serviços de projeto de circuitos integrados;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115061000;Serviços de hospedagem de sítios na rede mundial de computadores;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115062000;Serviços de hospedagem de aplicativos e programas;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115069000;Outros serviços de infraestrutura para hospedagem em tecnologia da informação (ti)  ;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115071000;Serviços de gerenciamento de redes;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115072000;Serviços de gerenciamento de sistemas computacionais;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115079000;Outros serviços de gerenciamento de infraestrutura de tecnologia da informação (ti);13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115080000;Serviços de manutenção de aplicativos e programas;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115090000;Serviços auxiliares de processamento de dados;13.45;15.45;0.00;3.90;01/02/2021;30/04/2021
115900000;Outros serviços de tecnologia da informação (ti)  ;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
117011110;Local;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011120;Nacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011130;Internacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011210;Local;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011220;Nacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011230;Internacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011300;Serviços de valor adicionado sobre serviços de telecomunicações fixos;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011400;Serviços de gerência de redes fixas e administração de seus usuários;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011500;Serviços de interconexão pelo uso da rede fixa;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117011900;Outros serviços de telecomunicações fixas;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012110;Local;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012120;Nacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012130;Internacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012210;Local;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012220;Nacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012230;Internacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012300;Serviços de valor adicionado sobre serviços de telecomunicações móveis;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012400;Serviços de gerência das redes móveis e administração de seus usuários;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012500;Serviços de interconexão pelo uso de rede móvel;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012610;Serviços de usuário visitante nacional (roaming nacional);13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012620;Serviços de usuário visitante internacional (roaming internacional);13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012700;Serviços nomádicos;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117012900;Outros serviços de telecomunicações móveis;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117013010;Serviços fixos de redes privativas;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117013020;Serviços móveis, nomádicos de uso privativo;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117013031;Serviços de interesse restrito de abrangência local;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117013032;Serviços de interesse restrito de abrangência nacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117013033;Serviços de interesse restrito de abrangência internacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117013040;Serviços de valor adicionado sobre serviços de redes privadas ou de serviços de interesse restrito;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117014010;Serviços de transmissão de dados local, nacional ou internacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117014020;Serviços de exploração de linha dedicada local, nacional ou internacional;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117015010;Serviços de distribuição de pacotes básicos de programação de televisão por assinatura;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117015020;Serviços de distribuição de grades de programação especiais de televisão por assinatura;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117015030;Serviços de distribuição de programação através do sistema “pague e assista” (pay-per-view) de televisão por assinatura;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117015090;Outros serviços de distribuição de programação de televisão por assinatura, inclusive os “pacotes combinados”;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117019000;Outros serviços de telecomunicações;13.45;15.45;25.00;2.00;01/02/2021;30/04/2021
117021000;Serviços de fornecimento de infraestrutura de acesso (backbone) à rede mundial de computadores ;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117022100;Serviços de acesso à rede mundial de computadores por conexão discada;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117022200;Serviços de acesso à rede mundial de computadores por banda larga;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117029000;Outros serviços na rede mundial de computadores;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117031000;Serviços de oferta de livros, jornais, periódicos, diretórios e listas de postagem de acesso imediato (on-line);13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117032000;Serviços de oferta de áudio, inclusive de conteúdo contínuo (streaming), de acesso imediato (on-line);13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117033000;Serviços de oferta de filmes e vídeos, inclusive de conteúdo contínuo (streaming), de acesso imediato (on-line) ;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117034000;Serviços de oferta de conteúdos que combinem duas ou mais mídias de acesso imediato (on-line);13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117035000;Serviços de conteúdo de portais de busca na rede mundial de computadores;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117039000;Outros serviços de conteúdos de acesso imediato (on-line) ;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117041000;Serviços de agências de notícias para jornais e periódicos;13.45;15.45;0.00;4.01;01/02/2021;30/04/2021
117042000;Serviços de agências de notícias em mídia audiovisual;13.45;15.45;0.00;4.01;01/02/2021;30/04/2021
117049000;Outros serviços de agências de notícias;13.45;15.45;0.00;4.01;01/02/2021;30/04/2021
117051000;Serviços de biblioteca;13.45;15.45;0.00;4.10;01/02/2021;30/04/2021
117052000;Serviços de arquivo;13.45;15.45;0.00;4.10;01/02/2021;30/04/2021
117061100;Serviços de difusão de programas originais de rádio;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117061210;Serviços de difusão de programas originais para televisão aberta;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117061220;Serviços de difusão de programas originais para televisão por assinatura;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117062100;Serviços de programação dos canais de rádio;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117062200;Serviços de programação dos canais de televisão;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117063000;Serviços de distribuição de sinais de rádio e televisão;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117064000;Serviços de distribuição de programas de televisão aberta;13.45;15.45;0.00;2.00;01/02/2021;30/04/2021
117069000;Outros serviços de difusão, programação e distribuição de programas de radio e televisão;13.45;15.45;0.00;5.00;01/02/2021;30/04/2021
118011000;Serviços de busca de empregos e encaminhamento de pessoal;13.45;15.45;0.00;3.91;01/02/2021;30/04/2021
118012100;Serviços de fornecimento de mão de obra efetiva;13.45;15.45;0.00;2.17;01/02/2021;30/04/2021
118012200;Serviços de fornecimento de mão de obra temporária;13.45;15.45;0.00;2.17;01/02/2021;30/04/2021
